Case_ID,Case_Title,Reporting_Time,Crime_Location,Status
RC-01/2021/ACE/DLI,Death of Shri Yumsen Matey,EX-MLA 56th Khonsa West constituency of Tirap District.,2021-01-01 08:15:00,Tirap District,Tirap District,Delhi,Closed
RC-01/2021/ACE/GUW,Recovery of explosive by 17 Assam Refiles at PS Tipa,District Siaha,Mizoram,2021-01-02 14:30:00,PS Tipa,District Siaha,Mizoram,Open
RC-02/2021/ACE/MUM,Arrest of five accused persons at Sultan Palya to carryout terror activities Jihadi,2021-02-04 11:30:00,Sultan Palya,Mumbai,Open
RC-02/2021/ACE/LKW,Rioting and Communal Violence Occurred during the Ram Navami Celebration.,2021-02-05 16:20:00,Lucknow,Lucknow,Closed
RC-02/2021/ACE/JMU,Firing on BSF ADP party by seven NLFT-BM extremists in the AOR of BOP Simna-II.,2021-02-06 14:10:00,AOR of BOP Simna-II,Jammu,Closed
RC-02/2021/ACE/CHE,Kochi Public Transport Fare Evasion: Organized scheme to avoid paying for bus and train tickets.,2021-02-07 10:45:00,Kochi,Kochi,Closed
RC-02/2021/ACE/AMD,Seizure of Heroin by Gujarat ATS,Devbhoomi Dwarka,Gujarat,2021-02-08 09:35:00,Devbhoomi Dwarka,Gujarat,Closed
RC-02/2021/ACE/KOL,Kolkata Pyramid Scheme: Participants promised unrealistic returns for recruiting new members.,2021-02-09 14:55:00,Kolkata,Kolkata,Closed
RC-02/2021/ACE/BGL,Disrupted WMD Shipment: Intelligence operation intercepts a truck carrying a potential weapon of mass destruction before it reaches its destination.,2021-02-10 16:40:00,Border of BGL,Border of BGL,Open
RC-03/2021/ACE/DLI,Seizure of FICN & Gold at IGI Airport New Delhi,2021-03-01 08:15:00,IGI Airport,New Delhi,Closed
RC-03/2021/ACE/GUW,FIR registered by Railway Police Guwahati relating to Human trafficking,2021-03-02 10:25:00,Guwahati,Guwahati,Closed
RC-03/2021/ACE/HYD,Entomology Pinpoints Time of Death: Analysis of insect activity on a body helps investigators determine the approximate time a murder took place.,2021-03-03 16:30:00,Hyderabad,Hyderabad,Closed
RC-03/2021/ACE/MUM,Goa Illegal Gambling: Underground casinos operate with the help of corrupt officials.,2021-03-04 14:20:00,Goa,Goa,Closed
RC-04/2021/ACE/DLI,Trafficking of more than one person with common intention by unknown human traffickers,2021-04-01 09:45:00,Unknown,Unknown,Closed
RC-04/2021/ACE/GUW,Two loud explosions occurred in the area of Pakua Punjee,2021-04-02 11:20:00,Pakua Punjee,Guwahati,Open
RC-04/2021/ACE/HYD,Fingerprint Evidence Links Suspect to Robbery: Lifted prints from the crime scene match a known offender.,2021-04-03 13:55:00,Unknown,Hyderabad,Closed
RC-04/2021/ACE/MUM,Pune Corporate Espionage: Rival companies steal trade secrets through ex-employees.,2021-04-04 10:30:00,Unknown,Pune,Closed
RC-04/2021/ACE/LKW,Patna Government Contract Bid-Rigging: Collusion among companies ensures pre-determined winners.,2021-04-05 08:40:00,Unknown,Patna,Open
RC-04/2021/ACE/JMU,Disrupted Drone Attack: Intelligence analysts detect unusual drone activity near a government building,prompting a special forces operation to neutralize the threat and prevent a potential drone attack.,2021-04-06 14:15:00,Unknown,Unknown,Closed
RC-04/2021/ACE/CHE,Drone Drop Gone Wrong: Authorities seize narcotics after a malfunctioning drone crashes in a backyard.,2021-04-07 16:20:00,Backyard,Chennai,Open
RC-04/2021/ACE/AMD,Ahmedabad Journalist Attack: Investigative Reporter Silenced in Late-Night Ambush,2021-04-08 12:10:00,Unknown,Ahmedabad,Closed
RC-04/2021/ACE/KOL,Accounting Fraud at Startup: Fake financial statements mislead investors and inflate the company''s value.,2021-04-09 09:30:00,Unknown,Kolkata,Closed
RC-04/2021/ACE/BGL,Bengaluru Apartment Fire: Tenants Missing,Authorities Investigate Arson,2021-04-10 17:50:00,Unknown,Bengaluru,Open
RC-05/2021/ACE/DLI,Brutal killing of a Suprim Tailor in Udaipur,2021-05-01 08:55:00,Udaipur,Unknown,Closed
RC-05/2021/ACE/GUW,Attack on Kopahtoli Army Camp with intention to kill the Army personnel.,2021-05-02 11:40:00,Kopahtoli Army Camp,Guwahati,Closed
RC-05/2021/ACE/HYD,Hyderabad Crypto Insider Trading: Exchange employee exploits privileged access for personal gain.,2021-05-03 15:25:00,Unknown,Hyderabad,Closed
RC-05/2021/ACE/MUM,Bhopal Public Service Commission Bribery: Unethical practices put unqualified candidates in government jobs.,2021-05-04 14:15:00,Unknown,Bhopal,Closed
RC-05/2021/ACE/LKW,Insider Trading Ring Uncovered: Employees at a major corporation illegally trade stocks based on confidential information.,2021-05-05 09:20:00,Unknown,Unknown,Closed
RC-10/2021/ACE/DLI,Luxury Real Estate Bribery Scheme: Developers pay off officials to bypass regulations and secure lucrative projects.,2021-05-06 13:50:00,Unknown,Unknown,Closed
RC-05/2021/ACE/CHE,International Drug Ring Takedown: Multi-agency operation dismantles smuggling network across several countries.,2021-05-07 10:35:00,Unknown,Unknown,Closed
RC-05/2021/ACE/AMD,Ahmedabad Insurance Claim Fraud: Staged accidents net hefty payouts from unsuspecting insurers.,2021-05-08 11:45:00,Unknown,Ahmedabad,Closed
RC-01/2022/ACE/DLI,Killing of Durga Gupta near Lehri Road,Khanna,Punjab.,2022-01-01 09:30:00,Near Lehri Road,Khanna,Punjab,Closed
RC-01/2022/ACE/GUW,CPI Maoist has been making attempts to spread the roots of the Organization in Assam.,2022-01-02 14:20:00,In the forests of Tinsukia,Assam,Open
RC-01/2022/ACE/HYD,Cryptocurrency Exchange Hack: Hackers steal millions of dollars in digital currency from online platform.,2022-01-03 11:45:00,Cyber Hub,Gachibowli,Hyderabad,Closed
RC-01/2022/ACE/MUM,Pune Fintech Startup Fraud: Inflated valuations and fake user data lead to investor losses.,2022-01-04 10:10:00,Hinjewadi IT Park,Pune,Maharashtra,Closed
RC-01/2022/ACE/LKW,Patna Shell Company Scandal: Fake Entities Used to Launder Black Money.,2022-01-05 08:50:00,Frazer Road,Patna,Bihar,Closed
RC-06/2022/ACE/DLI,Sports Doping Ring Uncovered: Financial investigators notice suspicious transactions and blood test irregularities,leading to the unmasking of a network of athletes,coaches,and doctors involved in a large-scale performance-enhancing drug conspiracy.,2022-01-06 15:30:00,Bakshi Stadium,Srinagar,Jammu and Kashmir,Closed
RC-01/2022/ACE/CHE,Ransomware Cripples Hospital: Hackers target medical facility,demanding ransom to unlock patient records.,2022-01-07 16:25:00,Apollo Hospital,Greams Road,Chennai,Tamil Nadu,Closed
RC-01/2022/ACE/AMD,Ahmedabad Charity Auction Rigging: Donated artwork mysteriously ends up with associates of the organizer.,2022-01-08 12:40:00,Lal Darwaza Market,Ahmedabad,Gujarat,Closed
RC-01/2022/ACE/KOL,Kolkata Pharmaceutical Counterfeiting Ring: Fake life-saving drugs endanger public health.,2022-01-09 09:55:00,Burrabazar,Kolkata,West Bengal,Closed
RC-06/2022/ACE/CHE,Bengaluru Defense Procurement Kickbacks: Middlemen siphon off funds meant for critical military equipment.,2022-01-10 17:45:00,DRDO Complex,Bengaluru,Karnataka,Closed
RC-02/2022/ACE/LKW,Threatening and extorting money by Khalistani terrorist,Mehna,Moga,Punjab.,2022-02-01 08:40:00,Near Shri Harmandir Sahib Golden Temple,Amritsar,Punjab,Closed
RC-02/2022/ACE/GUW,Killing of civilians in Biswanath Chariali,District Sonitpur,Assam NDFB-S Cadres.,2022-02-02 11:55:00,Biswanath Chariali,Sonitpur,Assam,Closed
RC-02/2022/ACE/BGL,Hyderabad Cyber Cafe Shooting: Gamer Killed in Dispute Over High-Score Attempt.,2022-02-03 15:20:00,Banjara Hills,Hyderabad,Telangana,Closed
RC-02/2022/ACE/MUM,Covert Reconnaissance Behind Enemy Lines: Special forces gather crucial intel in preparation for a larger operation.,2022-02-04 14:10:00,Chhatrapati Shivaji Maharaj Terminus,Mumbai,Maharashtra,Open
RC-07/2022/ACE/LKW,DNA Analysis Solves Cold Case: Decades-old evidence helps identify and apprehend a long-sought murderer.,2022-02-05 09:25:00,Hazratganj,Lucknow,Uttar Pradesh,Closed
RC-02/2022/ACE/JMU,Art Museum Heist: Priceless Paintings Stolen in Daring Overnight Break-In - Focuses on location,stolen items,and timing,2022-02-06 13:50:00,Amar Mahal Museum and Library,Jammu,Jammu and Kashmir,Closed
RC-02/2022/ACE/CHE,Counterterrorism Raid: Intelligence-driven operation disrupts a planned terrorist attack.,2022-02-07 10:35:00,Koyambedu Vegetable Market,Chennai,Tamil Nadu,Closed
RC-02/2022/ACE/AMD,Attempt of Illegal shipping via Kandla port - lndia,2022-02-08 11:45:00,Kandla Port,Gujarat,Closed
RC-02/2022/ACE/KOL,Case Registered in Dhaka,against seizure of Fake lndian Currency Note,2022-02-09 14:55:00,Dakshineswar Kali Temple,Kolkata,West Bengal,Closed
RC-07/2022/ACE/BGL,Hidden Compartment Cartel: Smugglers caught using secret compartments in car engines to transport cocaine.,2022-02-10 16:40:00,Cubbon Park,Bengaluru,Karnataka,Closed
RC-03/2022/ACE/DLI,Two unknown persons have attacked on Hindu priests in Phillaur,2022-03-01 08:15:00,Phillaur,Punjab,Closed
RC-03/2022/ACE/GUW,International Human Trafficking racket operating in Assam,Meghalaya,2022-03-02 10:30:00,Kaziranga National Park,Assam,Meghalaya,Closed
RC-03/2022/ACE/HYD,Undercover Counterfeit Network: Agents infiltrate a global network manufacturing and distributing counterfeit luxury goods,dismantling the operation from within.,2022-03-03 16:20:00,Charminar,Hyderabad,Telangana,Closed
RC-03/2022/ACE/MUM,Mumbai Movie Mogul Tax Evasion: Bollywood producer allegedly under-reports income to avoid hefty taxes,2022-03-04 12:05:00,Film City,Mumbai,Maharashtra,Open
RC-03/2022/ACE/LKW,Phishing Campaign Targets Businesses: Employees tricked into clicking malicious links,compromising company data.,2022-03-05 09:30:00,Gandhi Maidan,Patna,Bihar,Open
RC-03/2022/ACE/JMU,Srinagar Highway Hit-and-Run: CCTV Captures Luxury Car Fleeing After Collision,2022-03-06 14:20:00,Jawahar Tunnel,Jammu and Kashmir,Closed
RC-03/2022/ACE/CHE,Kerala Ayurveda Retreat Murder: Tourist Found Strangled After Rejuvenation Treatment,2022-03-07 11:10:00,Thekkady,Kerala,Closed
RC-03/2022/ACE/AMD,Jaipur Luxury Car Import Duty Evasion: High-end vehicles brought in at undervalued prices,causing revenue loss.,2022-03-08 13:45:00,Hawa Mahal,Jaipur,Rajasthan,Closed
RC-03/2022/ACE/KOL,Operation Lollipop Bust: Undercover agents disguised as candy delivery drivers infiltrate a major drug ring targeting schools.,2022-03-09 15:55:00,Eden Gardens,Kolkata,West Bengal,Closed
RC-03/2022/ACE/BGL,AI-powered Ransomware: Hackers develop sophisticated artificial intelligence that personalizes ransom demands,making them more believable and pressuring victims to pay.,2022-03-10 17:30:00,Vidhana Soudha,Bengaluru,Karnataka,Closed
RC-04/2022/ACE/LKW,An association in Punjab actively radicalizing,motivating and recruiting youths,2022-04-01 09:30:00,Malerkotla,Punjab,Closed
RC-04/2022/ACE/GUW,Killing of SI Bhaskar Kalita,Tinsukia,Assam,2022-04-02 14:20:00,Tinsukia,Assam,Closed
RC-04/2022/ACE/HYD,Undercover Arms Dealer Takedown: Agents infiltrate a notorious arms dealer''s organization,posing as potential buyers to gain his trust and ultimately apprehend him and disrupt his illegal weapons network.,2022-04-03 11:45:00,Charminar,Hyderabad,Telangana,Open
RC-04/2022/ACE/MUM,Information received regarding murder of Umesh Pralhadrao,2022-04-04 10:10:00,Mulund West,Mumbai,Maharashtra,Open
RC-09/2022/ACE/LKW,Lucknow Fake Invoice Scheme: Inflated billing by shell companies drains public funds from government projects.,2022-04-05 08:50:00,Hazratganj,Lucknow,Uttar Pradesh,Closed
RC-04/2022/ACE/JMU,High-Value Target Raid: Special forces capture a notorious arms dealer with international connections.,2022-04-06 15:30:00,Raghunath Temple,Jammu,Jammu and Kashmir,Closed
RC-04/2022/ACE/CHE,Chennai Temple Priest Poisoned: Holy Offering Turns Deadly in Ritual Gone Wrong,2022-04-07 16:25:00,Kapaleeshwarar Temple,Chennai,Tamil Nadu,Closed
RC-04/2022/ACE/AMD,Jaipur Palace Inheritance Dispute: Family Feud Ends in Deadly Clash,2022-04-08 12:40:00,City Palace,Jaipur,Rajasthan,Open
RC-04/2022/ACE/KOL,Digital Forensics Recovers Deleted Files: Experts recover deleted incriminating data from a suspect''s computer after a failed attempt to erase evidence.,2022-04-09 09:55:00,Salt Lake City,Kolkata,West Bengal,Closed
RC-04/2022/ACE/BGL,Benglore Metro Station Stabbing: Midnight Attack Leaves Morning Commuter Dead,2022-04-10 17:45:00,MG Road Metro Station,Bengaluru,Karnataka,Closed
RC-05/2022/ACE/DLI,Recovery of heroin at Tarsikka,Amritsar,2022-05-01 08:30:00,Tarsikka,Amritsar,Punjab,Closed
RC-05/2022/ACE/GUW,Killing of Ex-Chairman PREPAK Sh. Ningombam Nabachandra Singh at Manipur Khabeisoi,2022-05-02 11:20:00,Khabeisoi,Manipur,Closed
RC-05/2022/ACE/CHE,Unconventional Warfare Training: Advisors work with local forces to combat rebel insurgency in a war-torn region.,2022-05-03 14:15:00,Dantewada,Telangana,Closed
RC-05/2022/ACE/MUM,Goa Mining Permit Controversy: Illegal Operations Threaten Environment,2022-05-04 10:45:00,Panaji,Goa,Closed
RC-10/2022/ACE/LKW,Counterfeit Goods Seized at Airport: Major Bust Disrupts International Smuggling Ring,2022-05-05 09:20:00,Chaudhary Charan Singh International Airport,Lucknow,Uttar Pradesh,Closed
RC-05/2022/ACE/JMU,Anti-Government Protests Erupt: Unrest Spreads After Proposed Law Raises Public Concerns,2022-05-06 13:40:00,Lal Chowk,Srinagar,Jammu and Kashmir,Closed
RC-10/2022/ACE/CHE,Kochi Defense Contract Fraud: Inflated Costs for Military Equipment,2022-05-07 15:30:00,Naval Base Kochi,Kerala,Closed
RC-05/2022/ACE/AMD,Jaipur Land Grab Case: Officials Collude with Developers to Displace Families,2022-05-08 16:10:00,Albert Hall Museum,Jaipur,Rajasthan,Closed
RC-10/2022/ACE/GUW,Kolkata Taxi Driver Assault: Brutal Beating Leaves City on Edge,2022-05-09 11:50:00,Howrah Bridge,Kolkata,West Bengal,Closed
RC-05/2022/ACE/BGL,Data Breach at Major Retailer: Millions of Customers'' Information at Risk,2022-05-10 14:35:00,Brigade Road,Bengaluru,Karnataka,Open
RC-01/2023/ACE/LKW,Explosion took place at 2nd floor on Court Complex in Ludhiana,2023-01-01 08:00:00,Court Complex,Ludhiana,Punjab,Closed
RC-01/2023/ACE/GUW,Arrest of 6 persons & recovery of money with Arms,Amn & explosives in Nagaland,2023-01-02 10:15:00,Nagaland,Closed
RC-01/2023/ACE/BGL,Ballistics Trace Links Gun to Shooting: Examination of bullet casings connects firearm to a previous crime,2023-01-03 11:30:00,Hyderabad,Telangana,Closed
RC-01/2023/ACE/MUM,Pune IT Scam Exposed: Fake Invoices Net Millions for Fictional Employees,2023-01-04 12:45:00,Pune,Maharashtra,Closed
RC-01/2023/ACE/JMU,The Poisoned Pen: A seemingly routine investigation into a writer''s death takes a dark turn,2023-01-05 14:00:00,Lucknow,Uttar Pradesh,Closed
RC-06/2023/ACE/JMU,Killing of Constable Rajinder Kumar,2023-01-06 15:15:00,Jammu,Jammu and Kashmir,Closed
RC-01/2023/ACE/CHE,Art Market Insider Trading: Auction house employees manipulate artwork valuations,2023-01-07 16:30:00,Art Market,Chennai,Tamil Nadu,Closed
RC-01/2023/ACE/AMD,Ahmedabad IPR Theft: Local Designs Copied by International Fashion Brand,2023-01-08 17:45:00,Ahmedabad,Gujarat,Closed
RC-01/2023/ACE/KOL,Kolkata Accounting Scandal: Inflated Profits Lead to Company Delisted,2023-01-09 09:00:00,Kolkata,West Bengal,Closed
RC-06/2023/ACE/BGL,Bengaluru Crypto Exchange Hack: Unsecured Platform Loses User Funds,2023-01-10 10:15:00,Bengaluru,Karnataka,Closed
RC-02/2023/ACE/DLI,Chandigarh Tax Evasion Ring: Businesses Underreport Income for Years,2023-02-01 11:30:00,Chandigarh,Closed
RC-02/2023/ACE/GUW,Recovery of 9mm Pistol along with arms/explosive in Guwahati,Assam,2023-02-02 12:45:00,Guwahati,Assam,Closed
RC-02/2023/ACE/HYD,Bhubaneswar Cyber Extortion Ring: Targets Businesses with Data Breaches,2023-02-03 14:00:00,Bhubaneswar,Odisha,Closed
RC-02/2023/ACE/MUM,Micronanalysis Solves Hit-and-Run: Examination of microscopic paint transfers on the victim''s clothing,2023-02-04 15:15:00,Mumbai,Maharashtra,Closed
RC-07/2023/ACE/DLI,Operation Lollipop: Undercover agents pose as candy delivery service to infiltrate a major drug distribution ring,2023-02-05 16:30:00,Lucknow,Uttar Pradesh,Closed
RC-06/2023/ACE/DLI,Arrest of two youths who were trying to enter POK,for arms training,2023-02-06 17:45:00,POK,Closed
RC-02/2023/ACE/CHE,Daycare Worker Arrested: Alleged Abuse of Toddlers Sparks Outrage,2023-02-07 09:00:00,Chennai,Tamil Nadu,Open
RC-07/2023/ACE/MUM,Fake Influencer Scheme: Social media influencers are exposed for artificially inflating their follower count,2023-02-08 10:15:00,Ahmedabad,Gujarat,Open
RC-02/2023/ACE/KOL,Illegal holding of Indian Passport by Letchumanan Mary Franciska,2023-02-09 11:30:00,Kolkata,West Bengal,Open
RC-02/2023/ACE/BGL,The Virtual Witness: A crucial witness to a murder disappears in the real world,2023-02-10 12:45:00,Bengaluru,Karnataka,Open
RC-03/2023/ACE/DLI,Sasi Kumar Murder Case,2023-03-01 14:00:00,Chandigarh,Punjab,Open
RC-03/2023/ACE/GUW,Recovery of Arms/ Amn,explosives and other incriminating materials from vehicle at Nasraibil bridge,2023-03-02 15:15:00,Nasraibil bridge,Assam,Open
RC-03/2023/ACE/HYD,Bhubaneswar Cybercrime Ring Targets Seniors: Phishing scams exploit vulnerabilities of the elderly,2023-03-03 16:30:00,Bhubaneswar,Odisha,Open
RC-03/2023/ACE/MUM,Indore Environmental Bribery: Polluting Factory Pays Off Inspectors,2023-03-04 17:45:00,Indore,Madhya Pradesh,Open
RC-08/2023/ACE/DLI,Lucknow High-Society Drug Bust: Overdose Suspected in Socialite''s Mansion,2023-03-05 09:00:00,Lucknow,Uttar Pradesh,Open
RC-03/2023/ACE/JMU,Attack on convoy of CRPF personnel at Lethpora,2023-03-06 10:15:00,Lethpora,Jammu and Kashmir,Open
RC-03/2023/ACE/CHE,Hostage Rescue Mission: Team recovers kidnapped civilians from a heavily guarded compound,2023-03-07 11:30:00,Chennai,Tamil Nadu,Open
RC-03/2023/ACE/AMD,Train Derailment Sparks Investigation: Cause Unknown as Rescue Crews Work Through Wreckage,2023-03-08 12:45:00,Ahmedabad,Gujarat,Open
RC-03/2023/ACE/KOL,Financial Scandal Rocks Tech Startup: CEO Resigns Amid Allegations of Fraud,2023-03-09 14:00:00,Kolkata,West Bengal,Open
RC-08/2023/ACE/CHE,Dark Web Market Shutdown: International collaboration takes down major online marketplace,2023-03-10 15:15:00,Bengaluru,Karnataka,Open
RC-04/2023/ACE/DLI,Sports Doping Ring Uncovered: Financial investigators notice suspicious transactions,2023-04-01 16:30:00,Chandigarh,Punjab,Open
RC-04/2023/ACE/GUW,Ambush on ROP Party of Assam Rifles Personnel,2023-04-02 17:45:00,Guwahati,Assam,Open
RC-04/2023/ACE/HYD,Deepfake Social Engineering: Hackers create realistic video forgeries of CEOs to extort money,2023-04-03 09:00:00,Hyderabad,Telangana,Open
RC-04/2023/ACE/MUM,Pune Citibank MphasiS Call Center Fraud,2023-04-04 10:15:00,Pune,Maharashtra,Open
RC-04/2023/ACE/LKW,Cyberbullying Suicide: Teen Takes Own Life After Months of Online Harassment,2023-04-05 11:30:00,Lucknow,Uttar Pradesh,Open
RC-04/2023/ACE/JMU,Mountain Climber Missing: Search Underway After Avalanche Hits Base Camp,2023-04-06 12:45:00,Srinagar,Jammu and Kashmir,Closed
RC-04/2023/ACE/CHE,Zoo Escape: Dangerous Animal on the Loose - Authorities Urge Residents to Stay Indoors,2023-04-07 14:00:00,Chennai,Tamil Nadu,Closed
RC-09/2023/ACE/MUM,Narco-Submarine Interdiction: Coast Guard intercepts a submersible vessel attempting to smuggle illegal substances,2023-04-08 15:15:00,Ahmedabad,Gujarat,Closed
RC-09/2023/ACE/GUW,Power Outage Cripples Major City: Millions Without Electricity During Heatwave,2023-04-09 16:30:00,Kolkata,West Bengal,Closed
RC-09/2023/ACE/HYD,Bloodstain Pattern Analysis Reconstructs Crime Scene: Blood spatter evidence helps investigators,2023-04-10 17:45:00,Bengaluru,Karnataka,Closed
RC-05/2023/ACE/DLI,School Bus Accident: Children Hospitalized After Collision with Drunk Driver,2023-05-01 09:00:00,Chandigarh,Punjab,Closed
RC-05/2023/ACE/GUW,Explosion of lethal bombs at District Civil Hospital at Ukhrul,District Ukhrul,Manipur,2023-05-02 10:15:00,Ukhrul,Manipur,Closed
RC-05/2023/ACE/HYD,Tool Mark Analysis Identifies Break-in Method: Unique marks on a doorframe point to the specific tool used,2023-05-03 11:30:00,Hyderabad,Telangana,Closed
RC-05/2023/ACE/MUM,Unlawful activities of Islamic Research Foundation,2023-05-04 12:45:00,Mumbai,Maharashtra,Closed
RC-05/2023/ACE/LKW,Arrest of terrorist at Kanpur,2023-05-05 14:00:00,Kanpur,Uttar Pradesh,Closed
RC-05/2023/ACE/JMU,Srinagar Public Fund Misappropriation: Officials divert funds meant for infrastructure development,2023-05-06 15:15:00,Srinagar,Jammu and Kashmir,Closed
RC-10/2023/ACE/HYD,Micronanalysis Solves Hit-and-Run: Examination of microscopic paint fragments from the victim''s clothing,2023-05-07 16:30:00,Chennai,Tamil Nadu,Closed
RC-05/2023/ACE/AMD,Prescription Pill Pipeline: Investigation uncovers illegal distribution ring targeting elderly patients,2023-05-08 17:45:00,Ahmedabad,Gujarat,Closed
RC-10/2023/ACE/GUW,Anti-Vaxx Rally Turns Violent: Protesters Clash with Police Over Vaccine Mandates,2023-05-09 09:00:00,Kolkata,West Bengal,Closed
RC-05/2023/ACE/BGL,Narco-Submarine Interdiction: Coast Guard utilizes advanced sonar technology to locate and intercept a submersible vessel,2023-05-10 10:15:00,Bengaluru,Karnataka,Closed
RC-01/2024/ACE/JMU,Amritsar Teacher Recruitment Scam: Positions Sold to Highest Bidders,2024-01-01 08:15:00,Amritsar,Punjab,Closed
RC-01/2024/ACE/GUW,Arrest of Sanjay Deepak Rao member of the banned terrorist organization CPI Maoist,2024-01-02 14:30:00,Guwahati,Assam,Closed
RC-01/2024/ACE/CHE,State of Tamil Nadu Vs Suhas Katti,2024-01-03 11:45:00,Tamil Nadu,Closed
RC-01/2024/ACE/MUM,ISIS/ISIL case-II Mumbai,2024-01-04 09:20:00,Mumbai,Maharashtra,Closed
RC-01/2024/ACE/LKW,Defence/ISIS,PS-ATS,Gomtinagar,Lucknow,UP Case,2024-01-05 12:00:00,Gomtinagar,Lucknow,Uttar Pradesh,Closed
RC-06/2024/ACE/JMU,Srinagar Identity Theft Ring: Exploits Government Benefits System,2024-01-06 16:45:00,Srinagar,Jammu and Kashmir,Closed
RC-06/2024/ACE/CHE,Greenwashing Scheme Exposed: Environmental activists hack into a seemingly eco-friendly company''s internal network,exposing documents revealing their products contain harmful chemicals. This information sparks a massive consumer fraud lawsuit.,2024-01-07 10:30:00,Chennai,Tamil Nadu,Closed
RC-01/2024/ACE/AMD,Building Collapse Traps Workers: Search and Rescue Ongoing After Construction Site Disaster,2024-01-08 13:20:00,Ahmedabad,Gujarat,Closed
RC-01/2024/ACE/KOL,Digital Forensics Recovers Encrypted Files: Experts crack complex encryption used by a suspect,revealing crucial incriminating data hidden within deleted computer files.,2024-01-09 09:50:00,Kolkata,West Bengal,Closed
RC-01/2024/ACE/BGL,Controversial Statue Vandalized: Historical Figure Targeted by Activists Demanding Social Justice,2024-01-10 15:10:00,Bengaluru,Karnataka,Closed
RC-02/2024/ACE/DLI,Delhi Art Market Insider Trading: Auction house employees tip off collectors,driving up prices,2024-02-01 07:45:00,Delhi,Closed
RC-02/2024/ACE/GUW,Attack on villagers by ULFA at Kherbari Bichanimukh,District Tinsukia,Assam,2024-02-02 11:00:00,Tinsukia,Assam,Closed
RC-02/2024/ACE/HYD,Embezzlement from Charity: Director of a non-profit organization misappropriates funds for personal use,2024-02-03 08:30:00,Hyderabad,Telangana,Closed
RC-02/2024/ACE/MUM,Uranium Case,2024-02-04 14:00:00,Mumbai,Maharashtra,Open
RC-02/2024/ACE/LKW,Umar Halmandi is radicalising and recruiting members for AQIS,2024-02-05 16:20:00,Lucknow,Uttar Pradesh,Open
RC-02/2024/ACE/JMU,Explosion occurred at Air Force Station Satwari campus,Jammu carried out by drone,2024-02-06 10:15:00,Jammu,Jammu and Kashmir,Open
RC-02/2024/ACE/CHE,Operation Schoolyard Bust: Undercover sting nabs dealers selling drugs near elementary school,2024-02-07 13:50:00,Chennai,Tamil Nadu,Open
RC-02/2024/ACE/AMD,Food Truck Explosion Injures Bystanders: Faulty Gas Line Suspected,2024-02-08 09:35:00,Ahmedabad,Gujarat,Open
RC-02/2024/ACE/KOL,Cryptocurrency Pump-and-Dump Scheme: Social media influencers artificially inflate the price of a new cryptocurrency,2024-02-09 14:45:00,Kolkata,West Bengal,Open
RC-07/2024/ACE/HYD,SONY.SAMBANDH.COM CASE,2024-02-10 11:25:00,Bengaluru,Karnataka,Open
RC-03/2024/ACE/JMU,Food Poisoning Outbreak at Popular Restaurant: Patrons Fall Ill After Dining Out,2024-03-01 08:15:00,Delhi,India,Open
